# 外国人名の削除リスト (フルネーム)
#
# scripts/find_foreign_names.py が生成する。手で編集せず、誤判定は
# dict/foreign-names/allow.csv (残す) と deny.csv (消す) に書いて再生成する。
# 規則の版: 1 / Unihan: 18.0.0
# 入力: ipadic.csv, ipadic-neologd.csv, ipadic-neologd-sudachi.csv
# 件数: 9078 (full-name 9078)
劉宏,リュウコウ,"名詞,固有名詞,人名,一般"
劉宗周,リュウソウシュウ,"名詞,固有名詞,人名,一般"
劉宗武,リュウソウブ,"名詞,固有名詞,人名,一般"
劉官芳,リュウカンホウ,"名詞,固有名詞,人名,一般"
劉宝貞,リュウホウテイ,"名詞,固有名詞,人名,一般"
劉宣,リュウセン,"名詞,固有名詞,人名,一般"
劉家義,リュウカギ,"名詞,固有名詞,人名,一般"
劉容,リュウヨウ,"名詞,固有名詞,人名,一般"
劉寒吉,リュウカンキチ,"名詞,固有名詞,人名,一般"
劉寧,リュウネイ,"名詞,固有名詞,人名,一般"
劉寿,リュウジュ,"名詞,固有名詞,人名,一般"
劉寿曽,リュウジュソウ,"名詞,固有名詞,人名,一般"
劉封,リュウホウ,"名詞,固有名詞,人名,一般"
劉小光,リュウショウコウ,"名詞,固有名詞,人名,一般"
劉少奇,リュウショウキ,"名詞,固有名詞,人名,一般"
劉少明,リュウショウメイ,"名詞,固有名詞,人名,一般"
劉尚,リュウショウ,"名詞,固有名詞,人名,一般"
劉尚清,リュウショウセイ,"名詞,固有名詞,人名,一般"
劉尭,リュウギョウ,"名詞,固有名詞,人名,一般"
劉岩,リュウガン,"名詞,固有名詞,人名,一般"
劉岳昭,リュウガクショウ,"名詞,固有名詞,人名,一般"
劉岸偉,リュウガンイ,"名詞,固有名詞,人名,一般"
劉峙,リュウジ,"名詞,固有名詞,人名,一般"
劉崇,リュウスウ,"名詞,固有名詞,人名,一般"
劉嵩,リュウスウ,"名詞,固有名詞,人名,一般"
劉巴,リュウハ,"名詞,固有名詞,人名,一般"
劉希,リュウキ,"名詞,固有名詞,人名,一般"
劉希夷,リュウキイ,"名詞,固有名詞,人名,一般"
劉師知,リュウシチ,"名詞,固有名詞,人名,一般"
劉広徳,リュウコウトク,"名詞,固有名詞,人名,一般"
劉広標,リュウコウヒョウ,"名詞,固有名詞,人名,一般"
劉度,リュウド,"名詞,固有名詞,人名,一般"
劉康,リュウコウ,"名詞,固有名詞,人名,一般"
劉康祖,リュウコウソ,"名詞,固有名詞,人名,一般"
劉延,リュウエン,"名詞,固有名詞,人名,一般"
劉延孫,リュウエンソン,"名詞,固有名詞,人名,一般"
劉延年,リュウエンネン,"名詞,固有名詞,人名,一般"
劉延明,リュウエンメイ,"名詞,固有名詞,人名,一般"
劉延東,リュウエントウ,"名詞,固有名詞,人名,一般"
